company,title,body,rating,sentiment,predicted,prob_pos,prob_neu,prob_neg
PostNord i Danmark,Super hurtig service,Super hurtig service,5,positive,positive,0.997,0.002,0.001
UPS,"""Ingen derhjemme""","""Ingen derhjemme""Betalte for levering næste dag, UPS kører pakken til pakkeshop, jeg snakker med support -får af vide af pakken vil blive afleveret på adressen samme tidspunkt næste dag, jeg giver samtykke til, at de gerne må lægge pakken hvis der ikke er nogen på adressen, min kæreste er hjemme næste dag i det tidsrum hvor pakken vil blive leveret, ingen pakke den bliver kørt tilbage til Vejle SELVOM jeg har givet samtykke til, at UPS må efterlade pakken selvom der ikke er nogen hjemme.Stort F jer UPS, jeres medarbejdere er inkompetente.",1,negative,negative,0.001,0.001,0.999
PostNord i Danmark,hurtig levering,hurtig levering,4,positive,positive,0.953,0.045,0.002
UPS,Dårlig infomation,"Dårlig infomation, på en blanding af tysk, engelsk og dansk. Detaljer der ikke er til at finde, appen er ingen hjælp og man skal være hjemme for at kunne modtage sin pakke.",1,negative,negative,0.004,0.035,0.962
PostNord i Danmark,Hurtig levering fra dag til dag.,Hurtig levering fra dag til dag.,5,positive,positive,0.96,0.037,0.004
PostNord i Danmark,Fantastisk god medarbejder og hurtig…,Fantastisk god medarbejder og hurtig levering,5,positive,positive,0.999,0.001,0.001
UPS,LODRET LØGN,"Ups har ikke været på adressen, men skriver at pakke er forsøgt afleveret og der ikke var nogen til at tage imod den.....PROBLEMET ER AT UPS SLET IKKE HAR VÆRET PÅ ADRESSEN!!!",1,negative,negative,0.007,0.011,0.982
PostNord i Danmark,Efter bestilling var det hurtig leveret…,Efter bestilling var det hurtig leveret lige til døren til tiden som aftalt,5,positive,positive,0.913,0.085,0.002
PostNord i Danmark,Jeg fik mine ting til tiden,Jeg fik mine ting til tiden,5,positive,neutral,0.004,0.996,0.0
PostNord i Danmark,Er gået fra,"Er gået fra, i en lang periode, at være meget uregelmæssig og pakker der forsvandt, til det nu ser ud til at fungerer.",4,positive,negative,0.002,0.026,0.972
PostNord i Danmark,Jeg har bestilt to ting som kommer…,Jeg har bestilt to ting som kommer samme dag men den sms jeg får står der kun den ene pakke på det giver lige noget træls når man kommer hjem og ser at jeg har to mail fra jer med pakker altså koster det en extra tur til pakke shop,3,neutral,neutral,0.074,0.491,0.435
UPS,Det værste transport firma,"Det værste transport firma. Kan ikke oplyse hverken dato eller præcis tid. Man kan sidde hjemme hele dagen og vente og varen bliver slet ikke leveret den dag de selv skriver. Kundeservice værdiløs, kan ikke svare på de mest simple spørgsmål. Pick up sted ligger langt væk fra mit hus, uden nogle ordentlige transportmuligheder.  Jeg har klaget over service også til firmaer der arbejder med dem. Der findes andre langt bedre muligheder at transportere varer uden de store besvær",1,negative,negative,0.003,0.002,0.995
UPS,Arbejd på jeres kommunikation blandt…,Arbejd på jeres kommunikation blandt medarbejder !!!,1,negative,positive,0.987,0.01,0.003
UPS,Overholder ikke deres lovet levering,"Overholder ikke deres lovet levering! Planlagt leveringsdato kan man ikke stole på og for at benytte My choice skal man underskrive en lang erklæring som et almindelig menneske ikke har en chance for at forstå en brik af. Jeg har siddet og ventet hjemme en hel dag fordi de skriver levering skulle være i dag men det fik jeg så at vide at den dato kunne man ikke regne med og min pakke ikke er kommet videre. Og servicepoints til at afhente pakker på er åbenbart kun forbeholdt større byer! Så hvis I kan undgå det, så hold jer fra UPS!",1,negative,neutral,0.155,0.572,0.273
PostNord i Danmark,God fremtoning,"Flink, veltalende pæn ung mand - leverede lige ind i bagggangen 👍👍👍Det ka vi li’ 🌼🌼🌼",5,positive,positive,0.999,0.001,0.001
PostNord i Danmark,Alt var som det skulle være,Hurtig levering.,5,positive,positive,0.952,0.044,0.004
PostNord i Danmark,Afleveret på forkert adresse. Det er utroligt at det ikke lykkedes bare en gang i mellem at levere mine pakker til min adresse. Min postkasse er mærket med et 10 cm stort 2tal,"Modtager ca 2 til 4 pakker pr måned. Det sidste år er ingen af pakkerne leveret på min adresse ,men hos en af mine naboer",1,negative,neutral,0.002,0.998,0.001
PostNord i Danmark,Hurtig levering,Hurtig levering,5,positive,positive,0.953,0.045,0.002
PostNord i Danmark,Leveringstiden for PostNord,Leveringstiden for PostNord der reklamerer med 24 timer i deres hånd holdt ikke. Det var først på 3die dagen at jeg modtog min pakke som tilsyneladende var blevet væk. Postkontoret kendte ikke til pakken men Track & Trace sagde i 2 dage at den var på det indleverede postkontor. Min leverandør gensendte i mellemtiden en ny leverance med GLS og den kom dagen efter. Nu har jeg dobbelt af mine varer og må efterfølgende returnere den ene forsendelse.PostNord plejer at være bedre ?,2,negative,neutral,0.002,0.995,0.003
UPS,Ikke mindre end rasende!!!,"Jeg er så træt af ups! De første par gange har de ikke kunne finde ud af at sætte den i den rigtige dør, selvom jeg forklarede dwt tydeligt! Men nå, det værste er sku at i skriver at den bliver leveret fredag D. 10 i løbet af dagen! Ikke nok med jeg tog fri fra arbejde for at være hjemme og alligevel får jeg ikke noget afvide om at min levering er blevet udsat til mandag (idag) men jeg ringede til dem kl 17 fordi den ikke var blevet leveret, så får jeg afvide at den først blev leveret på mandag (idag) eller jeg kunne selc køre til Vejle fra Varde, pga i ikke kan finde ud af at levere!! Jeg manglede den pakke til weekenden! Jeg vil aldrig bruge jer igen! I er hundrede gange værre end PostDanmark!",1,negative,negative,0.015,0.017,0.968
PostNord i Danmark,fik sms om pakke ville komme fredag,"fik sms om pakke ville komme fredag, kom lørdag. Irriterende",5,positive,neutral,0.006,0.983,0.012
PostNord i Danmark,Hentede en pakke,"Hentede en pakke, hvor der var væske i, som var pakket godt ind. Det synes at pakken har været ekstraordinært dårligt behandlet, herunder evt. kastning eller lign., som har medført hul på væskebeholdningen, og dermed et produkt uden værdi…",1,negative,positive,0.88,0.005,0.115
UPS,JEG TÆNKTE ÅHHH NEJ IKKE DEM IGEN!,"Bortset fra stort spænd i leveringstid, flink ung mand leverede trods manglede navn på dør.",4,positive,negative,0.07,0.005,0.925
PostNord i Danmark,Meget hurtig levering,Meget hurtig levering. Er meget tilfreds.,5,positive,positive,0.996,0.002,0.003
UPS,Vi Søger væk fra UPS,"Vi sender mange pakker dagligt til vores danske kunder, og benytter UPS til formålet, men oplevelsen, har ikke været andet end dårlig.  De laver fejl oven på fejl, og er ikke villige til at udbedre fejlen på nogen måde. på under 1 måned har UPS smidt 3 af vores pakker væk, svarende til små 12.000,-. Når vi kontakter dem i Danmark, så kan de ikke gøre noget, fordi pakken er oprindelig sendt fra Tyskland, og vi skal kontakte UPS i Tyskland, for at igangsætte en eftersøgning. Det er centralen i Glostrup der har smidt vores pakker væk, hvorfor skal vi i det hele taget bruge mere tid på det end at udfylde en formular og få vores erstatning. Vores ekspres pakker bliver også forsinket gang på gang. Når man ringer til kundeservice er svaret det samme som altid, ""Jeg kan ikke gøre noget"". Hvorfor har i så en ekspres service, som er koster kassen,hvis i ikke kan levere next day. Så kommer der en kæk bemærkning om at man kan få sit ekspres gebyr refunderet, ja tak skal du have, det tager bare en krig og tusind år, de har jo ikke en klar procedure for det. Hvorfor i det hele taget have en kundeservice, kunder kan ringe til, hvis de ikke kan løse de opgaver som kunderne stiller. Hvis svaret standard er at det ikke kan lade sig, så luk dog jeres kundeservice telefoner.  Det som jeg ikke forstår er, at firmaet ikke er mere seriøse omkring deres kundeservice, selv medarbejderne, giver et indtryk af at de ønsker det skal ændre sig. Der skal grundliggende ændringer til og nye procedure skal indføres, hvis UPS, skal have en jordisk chance for at konkurrere med de andre spillere på markedet. En meget utilfreds kunde, som nu vælger at skifte til en af UPS konkurrenter.",1,negative,neutral,0.002,0.992,0.007
PostNord i Danmark,Levering ved døren.,Levering ved døren.Hurtig levering.,5,positive,positive,0.615,0.373,0.012
PostNord i Danmark,Hurtig og nemt,Hurtig og nemt,5,positive,positive,0.961,0.036,0.003
UPS,Får ikke min pakke,"Har nu for 5. dag i træk fået beskeden at min forsendelse er ""forsinket"", hvorfor er der ingen der kan fortælle mig - blot at pakken 5 dage i træk har fået lov at blive stående i deres warehouse lager i Vejle. Hvorfor den ikke bliver leveret er der ingen forklaring på - hver gang jeg ringer får jeg at vide at den kommer dagen efter... hvilket endnu ikke er sket. Handler ikke steder der sender med UPS igen.",1,negative,neutral,0.027,0.511,0.462
PostNord i Danmark,God og hurtig levering,God og hurtig levering,5,positive,positive,0.995,0.004,0.001
PostNord i Danmark,Super godt,Super godt. Fik leveret pakke om lørdagen i pakkeboks,5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,POSTNORD ❤,"POSTNORD ❤ Det bedste fragtfirma nogensinde.Det er også den hurtigste forsendelse . Yderst punktlig, varerne kommer til tiden . Tak Post Nord",5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Det er nemt at forstå j’ernes sms…,Det er nemt at forstå j’ernes sms beskeder. Hurtig levering👍,5,positive,positive,0.997,0.002,0.001
PostNord i Danmark,Upåklagelig,Upåklagelig - hver gang!,5,positive,negative,0.488,0.017,0.494
PostNord i Danmark,Fin og hurtig levering,Fin og hurtig levering,5,positive,positive,0.996,0.003,0.001
PostNord i Danmark,Hurtig og effektiv der var ikke noget…,Hurtig og effektiv der var ikke noget man kunne sætte en finger på,4,positive,positive,0.991,0.005,0.004
UPS,virkelig dårligt,"helt vildt besværlig levering. jeg forstår ikke, hvorfor nogen firmaer anvender UPS som leveringsmulighed. Jeg bruger det i hvert fald aldrig igen!  De påstår at have været forbi flere gange, men ingen har ringet på i de tidsrum, som de angiver at have været her. og man skal hente pakkerne helt i glostrup, hvis man ikke er hjemme, når de leverer (eller hvis de ikke engang gider ringe på....). og da min pakke endelig ankommer (efter jeg har ændret modtageradressen til en butik), er min pakke helt smadret.... Helt ærligt.",1,negative,negative,0.004,0.001,0.995
UPS,UPS er altid hurtige,"Jeg har flere gange fået leveret varer med UPS, og det er alle gange gået uden problemer ;) super service og hurtig levering.",5,positive,positive,0.998,0.001,0.001
PostNord i Danmark,Modtog i dag tre pakker med PN,"Modtog i dag tre pakker med PN, som planlagt. To i pakkeshop og en leveret ved dør.Super, i modsætning til andre der ikke engang kan levere en.",5,positive,positive,0.542,0.436,0.022
PostNord i Danmark,Hurtig levering,Hurtig levering gør at jeg sikkert vælger Post Nord igen.,4,positive,positive,0.994,0.005,0.001
PostNord i Danmark,Det var en god oplevelse at pakken var…,Det var en god oplevelse at pakken var der og ikke som de sidste 2 der måtte efterlyses før de dukkede op 😞Mvh Joanna Callesen,4,positive,positive,0.994,0.005,0.001
UPS,"Ubehøvlet ""kundeservice""","Jeg har i dag talt med UPS' kundeservice vedr. en pakke, som jeg ikke har modtaget. Da jeg undrede mig over, hvor den var blevet af, gik jeg ind på deres trackingside. Der kunne jeg se, at den var forsøgt leveret tre gange mens jeg har været på arbejde. Der stod endvidere, at jeg var blevet kontaktet – men har hverken modtaget skriftlig eller mundtlig henvendelse. Sidst jeg skulle have leveret noget af UPS, blev jeg ringet op af en flink medarbejder, hvor vi aftalte, at pakken i stedet blev leveret på min arbejdsplads.  Jeg ringede derfor i dag for at lave en tilsvarende aftale, men blev mødt af en utroligt ubehøvlet medarbejder i telefonen. Medarbejderen fortalte, at jeg var blevet kontaktet og sagde i et sarkastisk tonefald, at ”det var mærkeligt så mange ting, jeg ikke modtager”, og insinuerede meget kraftigt, at jeg løj. Han sagde jeg kunne hente den i Glostrup i dag, ellers ville pakken blive sendt retur. Jeg sagde, at jeg ikke havde mulighed for at komme til Glostrup i dag, hvortil medarbejderen nedladende sagde ”du bor jo i København”. Det er rigtigt, at jeg gør det, men jeg arbejder på et hospital, og har ikke mulighed for bare lige at stikke til Glostrup inden kl. 20 i dag. Hele samtalen var en chokerende oplevelse. Min kollega, der overhørte det hele, var også målløs. Èt er at fejl selvfølgelig kan ske – det forstår jeg. Noget andet er, at få så uforskammet en behandling, at man sidder tilbage med en grim følelse. Det synes jeg til gengæld ikke kan være rigtigt.",1,negative,neutral,0.006,0.992,0.002
PostNord i Danmark,God service,Hurtig levering,5,positive,positive,0.953,0.045,0.002
UPS,Never use UPS,"Never use UPS, we got scammed for 500 ddk, because they wanted us to pay at the door for some reason!THIS I HAPPENING IN DENMARK!SKRID UD AF VORES LAND MED JERES MØG SERVICE, HVIS DET ER SÅDAN VI BLIVER BEHANDLET AF JERES EGOSENTERET BUTHULLER AF NOGLE CHEFER",1,negative,negative,0.321,0.001,0.678
PostNord i Danmark,Levering,Kom til tiden varen,4,positive,neutral,0.001,0.998,0.001
PostNord i Danmark,Hurtig og fejlfri levering,Hurtig og fejlfri levering,5,positive,positive,0.988,0.01,0.002
UPS,"UPS Sætter pakke ved postkasserne + ""UPS en pakke til din nabo"" + Dårlig kundecervice ""Du har jo skrevet under""","Jeg fik et par sko fra NIKE og havde for engangs skyld valgt at vælge Levering ved *Fordør* selv om de normalt sætter pakken foran døren uden man vælger *fordøren* Ups ringer på lejligheden og min far høre ""UPS en pakke til din nabo"" lidt mærkligt at sige det er til min nabo, men det er ikke dev værste! Min far venter på han kommer op da min far vidste det var til mig. Men efter han ikke er kommen op går min far ned til entreen og ser min pakke stå under vores postkasser med et STORT NIKE logo så alle og enhver kan se der er verdi i! Han tager den op ringer til UPS og siger det ikke kan være rigtigt, men de siger bare ""du har jo skrevet under på han ikke behøvede aflevere den personligt.""   Meget skuffet over den service.",1,negative,neutral,0.136,0.554,0.31
